# TOTAL_GENES = 11740
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
# CONDITIONED_HIDDEN = Average (covar)
VARIABLE      TYPE  NGENES         BETA     BETA_STD           SE            P
x852         COVAR   11740      0.02694      0.03515      0.03295       0.2068
x853         COVAR   11740     0.067021     0.082172     0.044685     0.066844
x854         COVAR   11740     0.049152     0.063394     0.034466     0.076933
x855         COVAR   11740     0.037198     0.047292     0.035995      0.15071
x856         COVAR   11740    -0.089751     -0.11378     0.039179        0.989
x857         COVAR   11740     0.077759     0.097072      0.03406     0.011225
x858         COVAR   11740     0.013447     0.017127     0.030969      0.33207
x859         COVAR   11740     0.035005     0.046582     0.026774      0.09555
x860         COVAR   11740    0.0021693    0.0028119     0.033179      0.47394
x861         COVAR   11740     0.053761     0.068409     0.036057     0.067995
x862         COVAR   11740    -0.056584    -0.074859      0.03366      0.95361
x863         COVAR   11740    -0.042014    -0.054192     0.033909      0.89231
x864         COVAR   11740    -0.086648     -0.11245     0.041862      0.98076
x865         COVAR   11740     0.093227      0.11862     0.032925    0.0023205
x866         COVAR   11740     0.084992      0.11169     0.028506    0.0014373
x867         COVAR   11740     0.012436     0.016616     0.028276      0.33005
x868         COVAR   11740    -0.054095      -0.0733      0.02953       0.9665
x869         COVAR   11740     -0.05236    -0.066355     0.038725      0.91181
x870         COVAR   11740    -0.025268    -0.032348     0.037488      0.74985
x871         COVAR   11740     0.043043     0.053662     0.037899      0.12804
x872         COVAR   11740    -0.018438    -0.024296     0.031969      0.71793
x873         COVAR   11740     0.024433     0.030997     0.038039      0.26034
x874         COVAR   11740     0.046922     0.059039     0.033861     0.082925
x875         COVAR   11740  -0.00087728   -0.0011016     0.042166       0.5083
x876         COVAR   11740    -0.071551    -0.093631     0.035317       0.9786
x877         COVAR   11740     0.025644      0.03295     0.031772      0.20981
x878         COVAR   11740      0.03391     0.042985     0.035915      0.17255
x879         COVAR   11740     0.024504     0.030651     0.038252       0.2609
x880         COVAR   11740    -0.043689    -0.055673     0.040354       0.8605
x881         COVAR   11740   -0.0081812    -0.010798     0.034206      0.59451
x882         COVAR   11740     0.069982      0.08543     0.046529     0.066296
x883         COVAR   11740    -0.037826    -0.046881     0.043943      0.80531
x884         COVAR   11740   -0.0097552    -0.012792     0.028722      0.63293
x885         COVAR   11740      0.01497     0.018973     0.034775      0.33343
x886         COVAR   11740     -0.14117     -0.18014     0.043976      0.99933
x887         COVAR   11740     0.030554     0.040792     0.025096      0.11172
x888         COVAR   11740     0.033557     0.043455     0.026203      0.10017
x889         COVAR   11740     0.036721      0.04585      0.04321      0.19772
x890         COVAR   11740    -0.047687    -0.059407     0.043452      0.86377
x891         COVAR   11740    -0.063481    -0.079292     0.043337       0.9285
x892         COVAR   11740    -0.022939    -0.029023     0.040632       0.7138
x893         COVAR   11740     0.034866     0.044277     0.036663      0.17082
x894         COVAR   11740    -0.020835    -0.026716     0.035466      0.72154
x895         COVAR   11740     0.012314     0.015974     0.027426      0.32673
x896         COVAR   11740    -0.041672    -0.053703     0.033824      0.89102
x897         COVAR   11740     0.053098     0.068539     0.033182     0.054791
x898         COVAR   11740    -0.021118    -0.027872     0.029366      0.76396
x899         COVAR   11740    -0.010558     -0.01327     0.040039      0.60399
x900         COVAR   11740    -0.058937    -0.073779     0.042947      0.91501
x901         COVAR   11740     0.013714     0.017137     0.035933      0.35137
x902         COVAR   11740    -0.022963    -0.029846     0.033712      0.75211
x903         COVAR   11740   -0.0080042    -0.010121     0.038112      0.58317
x904         COVAR   11740    0.0039291    0.0050375     0.041589      0.46237
x905         COVAR   11740    -0.024295    -0.031155     0.035954      0.75039
x906         COVAR   11740    -0.094512     -0.12191     0.037582      0.99404
x907         COVAR   11740     0.003773    0.0047569     0.038313      0.46078
x908         COVAR   11740    -0.082353     -0.10569      0.03751      0.98592
x909         COVAR   11740    -0.038283    -0.047602     0.041838       0.8199
x910         COVAR   11740    -0.020473    -0.026475     0.036197      0.71416
x911         COVAR   11740    -0.010676    -0.013667     0.036987      0.61357
x912         COVAR   11740    -0.062842    -0.081582     0.036847      0.95593
x913         COVAR   11740    -0.053925    -0.067875     0.039046      0.91636
x914         COVAR   11740    -0.090117     -0.11658     0.040372      0.98719
x915         COVAR   11740     0.020009      0.02526     0.039386      0.30572
x916         COVAR   11740     0.044815     0.056787     0.042543      0.14609
x917         COVAR   11740     0.011357     0.014415     0.035798      0.37553
x918         COVAR   11740       0.1298      0.15774     0.036948   0.00022237
x919         COVAR   11740   -0.0014436    -0.001967     0.023095      0.52492
x920         COVAR   11740     0.058809     0.076758      0.02574     0.011175
x921         COVAR   11740   -0.0077331   -0.0096785     0.039325      0.57795
x922         COVAR   11740    -0.033504    -0.042572     0.039284      0.80312
x923         COVAR   11740    -0.048646     -0.06348     0.036008      0.91164
x924         COVAR   11740     0.020587     0.026189     0.037598        0.292
x925         COVAR   11740    0.0018254    0.0023571     0.033223      0.47809
x926         COVAR   11740    0.0041466    0.0053251     0.037231      0.45566
x927         COVAR   11740    -0.058233      -0.0752     0.038005      0.93725
x928         COVAR   11740     -0.11208     -0.14909     0.034332      0.99945
x929         COVAR   11740      0.04258     0.057279      0.02536     0.046585
x930         COVAR   11740     -0.10651     -0.13349     0.042276      0.99411
x931         COVAR   11740     0.031909     0.041285     0.033837      0.17284
x932         COVAR   11740     0.044379     0.054288     0.045454      0.16446
x933         COVAR   11740   -0.0017127   -0.0021702     0.040498      0.51687
x934         COVAR   11740    -0.074763    -0.097293     0.037032      0.97824
x935         COVAR   11740     0.035071     0.046369     0.025111     0.081277
x936         COVAR   11740    -0.083212     -0.11018     0.037802      0.98613
x937         COVAR   11740    -0.010176    -0.013014     0.041736      0.59632
x938         COVAR   11740    -0.014029    -0.017619      0.04261      0.62901
x939         COVAR   11740     0.041279     0.052662     0.040451      0.15377
x940         COVAR   11740    -0.020821    -0.026017      0.04323      0.68496
x941         COVAR   11740     0.037394     0.048559     0.032465      0.12471
x942         COVAR   11740    -0.037097    -0.047216     0.036829      0.84309
x943         COVAR   11740     -0.10638     -0.13924     0.037191      0.99788
x944         COVAR   11740    -0.029351    -0.037116      0.03853      0.77689
x945         COVAR   11740    0.0010537    0.0013324     0.037521       0.4888
x946         COVAR   11740    -0.035944    -0.046621     0.033563      0.85789
x947         COVAR   11740    -0.028616    -0.038458     0.026998      0.85541
x948         COVAR   11740     0.013767     0.017566     0.037376      0.35631
x949         COVAR   11740    -0.023262    -0.029187     0.041199      0.71383
x950         COVAR   11740    -0.065783    -0.084796     0.039178      0.95342
x951         COVAR   11740    -0.012892    -0.016429     0.038519      0.63107
x952         COVAR   11740     -0.02228    -0.028764     0.037673      0.72287
x953         COVAR   11740     0.053938     0.071661     0.024834     0.014942
x954         COVAR   11740    -0.055431    -0.069931     0.041483      0.90925
x955         COVAR   11740     0.071392     0.092729      0.03285      0.01489
x956         COVAR   11740    -0.097719     -0.12622     0.036798      0.99604
x957         COVAR   11740   -0.0038824   -0.0050985     0.032564      0.54745
x958         COVAR   11740    -0.064095    -0.083703     0.035573       0.9642
x959         COVAR   11740    0.0097378     0.012374     0.030705      0.37557
x960         COVAR   11740    -0.067725    -0.088497     0.033903      0.97711
x961         COVAR   11740    0.0085341     0.010705     0.043184      0.42167
x962         COVAR   11740      0.11683       0.1428     0.041573    0.0024797
x963         COVAR   11740     -0.02243    -0.029019     0.034029      0.74509
x964         COVAR   11740    -0.034698    -0.043279     0.045265      0.77832
x965         COVAR   11740     0.021857     0.026778     0.046706      0.31991
x966         COVAR   11740    -0.040149    -0.052132     0.032837      0.88926
x967         COVAR   11740    0.0019722    0.0026207     0.031295      0.47488
x968         COVAR   11740    -0.016855    -0.022199      0.03351       0.6925
x969         COVAR   11740    -0.097191     -0.12177     0.045295      0.98404
x970         COVAR   11740    -0.017431     -0.02197     0.043479      0.65575
x971         COVAR   11740    0.0017474    0.0023358     0.028939      0.47593
x972         COVAR   11740    0.0066392    0.0081398     0.043512      0.43937
x973         COVAR   11740    -0.016056    -0.020578      0.03434      0.67995
x974         COVAR   11740     -0.10401      -0.1313     0.041922      0.99344
x975         COVAR   11740      -0.0174    -0.021898     0.039192      0.67146
x976         COVAR   11740   -0.0012493   -0.0017686     0.024938      0.51998
x977         COVAR   11740    -0.087308     -0.11031     0.040163      0.98513
x978         COVAR   11740    -0.093077     -0.12176     0.040443      0.98931
x979         COVAR   11740    -0.029619    -0.036939     0.036327      0.79256
x980         COVAR   11740     0.039967     0.050888     0.041364      0.16697
x981         COVAR   11740   -0.0038627    -0.005021     0.035881      0.54286
x982         COVAR   11740    -0.035654    -0.046852     0.035825      0.84017
x983         COVAR   11740     0.050239     0.063705     0.040763       0.1089
x984         COVAR   11740     0.034867     0.049112     0.024245     0.075221
x985         COVAR   11740    -0.044372    -0.056915       0.0368      0.88604
x986         COVAR   11740    0.0018481    0.0024047     0.030272      0.47566
x987         COVAR   11740     -0.07213    -0.092791     0.041943      0.95724
x988         COVAR   11740     0.075506     0.096588     0.034275     0.013809
x989         COVAR   11740    0.0093314     0.012222     0.031916        0.385
x990         COVAR   11740     0.032271     0.041908     0.033824      0.17004
x991         COVAR   11740     0.057936      0.07553     0.027715     0.018303
x992         COVAR   11740     0.019049     0.023832     0.036971       0.3032
x993         COVAR   11740     -0.16444     -0.20866     0.046139      0.99982
x994         COVAR   11740      0.06236     0.077581     0.040938      0.06386
x995         COVAR   11740     0.029549     0.039529     0.026071      0.12853
x996         COVAR   11740     0.044074     0.058399     0.030969      0.07736
x997         COVAR   11740     0.033071     0.042248     0.029653      0.13238
x998         COVAR   11740      0.13307      0.16073     0.038073   0.00023788
x999         COVAR   11740    -0.031478    -0.039989     0.042046      0.77296
x1000        COVAR   11740     0.017411     0.022076     0.041026      0.33565
x1001        COVAR   11740    0.0089315     0.011159     0.032071      0.39032
x1002        COVAR   11740   -0.0097003    -0.011919     0.044012      0.58722
x1003        COVAR   11740     0.011779     0.016355      0.02389      0.31099
x1004        COVAR   11740    -0.032437    -0.041109     0.043539      0.77186
x1005        COVAR   11740    -0.080266     -0.10192     0.037165      0.98459
x1006        COVAR   11740    -0.015283    -0.019856     0.034075       0.6731
